306225057,-963368532,21
306224425,-963368102,22
306224425,-963368102,24
306224425,-963368102,25
306224255,-963367882,39
306224255,-963367882,38
306224364,-963367898,38
306224364,-963367898,34
306224778,-963367959,29
306224778,-963367959,27
306224982,-963368204,24
306224982,-963368204,23
306224990,-963368646,24
306224990,-963368646,24
306225047,-963368792,26
306225047,-963368792,26
306225308,-963368744,27
306225308,-963368744,26
306225499,-963368870,23
306225499,-963368870,21
306225686,-963369162,16
306225686,-963369162,16
306225872,-963369377,16
306225872,-963369377,16
306225984,-963369449,16
306225984,-963369449,15
306226056,-963369275,21
306226056,-963369275,18
306223009,-963365765,24
306223009,-963365765,24
306223042,-963365773,22
306223042,-963365773,22
306223010,-963365736,21
306223010,-963365736,20
306222943,-963365705,18
306222901,-963365722,18
306222901,-963365722,18
306223002,-963365785,22
306223002,-963365785,22
306223477,-963365561,23
306223477,-963365561,23
306223674,-963365078,25
306223674,-963365078,26
306223705,-963364697,30
306223717,-963364571,30
306223815,-963364222,32
306223815,-963364222,32
306224827,-963363412,32
306224818,-963363412,32
306224818,-963363412,29
306224818,-963363412,29
306224730,-963363463,27
306224697,-963363495,28
306224607,-963363633,29
306224605,-963363917,28
306224605,-963363917,27
306224890,-963364217,25
306224890,-963364217,25
306225056,-963364452,25
306225088,-963364536,24
306225184,-963364767,25
306225184,-963364767,25
306225296,-963365082,27
306225296,-963365082,28
306225447,-963365347,33
306225447,-963365347,33
306225576,-963365508,32
306225609,-963365568,33
306225736,-963365800,35
306225736,-963365800,37
306226529,-963367350,42
306226545,-963367395,40
306226416,-963367460,30
306226290,-963367467,30
306226049,-963367482,28
306225785,-963367246,26
306225785,-963367246,26
306225527,-963366792,26
306225527,-963366792,26
306225325,-963366495,29
306225254,-963366407,29
306225099,-963366234,30
306225099,-963366234,31
306224937,-963366023,35
306224937,-963366023,36
306224337,-963365655,42
306224337,-963365655,42
306224106,-963365574,41
306224106,-963365574,41
306223836,-963365775,39
