306225117,-963367304,36
306225852,-963368514,34
306225852,-963368514,32
306225819,-963368767,28
306225819,-963368767,28
306225850,-963369019,28
306225850,-963369019,27
306225820,-963369249,26
306225820,-963369249,25
306225777,-963369367,26
306225777,-963369367,26
306225822,-963369296,26
306225822,-963369296,25
306225006,-963367976,25
306225006,-963367976,23
306224781,-963367753,29
306224781,-963367753,29
306224615,-963367623,32
306224562,-963367586,32
306224410,-963367448,34
306224410,-963367448,34
306224243,-963367200,36
306224243,-963367200,35
306223984,-963366703,38
306223740,-963366493,37
306223740,-963366493,36
306223458,-963366330,36
306223458,-963366330,36
306223170,-963366066,37
306223170,-963366066,36
306223020,-963365849,37
306222980,-963365782,36
306222878,-963365616,36
306222878,-963365616,34
306223591,-963364843,29
306223591,-963364843,28
306223778,-963364626,32
306223778,-963364626,32
306223954,-963364421,34
306223954,-963364421,34
306224092,-963364230,35
306224092,-963364230,35
306224289,-963363945,34
306224581,-963363674,32
306224581,-963363674,32
306224591,-963364204,28
306224591,-963364204,28
306224415,-963364669,29
306224415,-963364669,30
306224148,-963365082,34
306224148,-963365082,35
306224065,-963365351,37
306224065,-963365351,37
306224838,-963365537,30
306224838,-963365537,30
306225140,-963365426,33
306225140,-963365426,34
306225549,-963365241,39
306225549,-963365241,38
306225614,-963365270,36
306225614,-963365270,37
306225317,-963365745,37
306225317,-963365745,39
306225190,-963366280,36
306225190,-963366280,36
306225294,-963367069,35
306225294,-963367069,35
306225264,-963367427,34
306225264,-963367427,34
306225367,-963367534,34
306225367,-963367534,34
306225726,-963367440,35
306225726,-963367440,35
306226763,-963366810,37
306226763,-963366810,37
306226763,-963366810,37
306226763,-963366810,37
306226965,-963366631,34
306226965,-963366631,34
