306226791,-963366705,31
306225825,-963369087,25
306225825,-963369087,25
306225825,-963369087,24
306225794,-963369101,23
306225811,-963369174,25
306225811,-963369174,24
306225951,-963368994,22
306225763,-963368785,20
306225619,-963368655,20
306225619,-963368655,20
306225265,-963368342,21
306225265,-963368342,21
306225068,-963368084,25
306225068,-963368084,25
306224854,-963367793,28
306224854,-963367793,28
306224696,-963367592,31
306224286,-963367247,35
306224286,-963367247,34
306224161,-963366986,35
306224161,-963366986,35
306223478,-963366290,36
306223095,-963365865,36
306223047,-963365831,36
306223047,-963365831,36
306222913,-963365696,36
306222913,-963365696,35
306222920,-963365489,33
306222920,-963365489,31
306222930,-963365353,28
306222930,-963365353,27
306222978,-963365223,25
306222978,-963365223,25
306223209,-963365025,25
306223209,-963365025,25
306223504,-963364986,27
306223504,-963364986,27
306223647,-963364866,29
306223647,-963364866,29
306223771,-963364614,31
306223771,-963364614,31
306223984,-963364297,33
306223984,-963364297,33
306224156,-963364105,35
306224156,-963364105,34
306224402,-963363873,34
306224402,-963363873,34
306224945,-963363230,32
306224769,-963363540,23
306224769,-963363540,23
306224839,-963363815,23
306225384,-963364439,25
306225384,-963364439,26
306225573,-963364814,29
306225573,-963364814,30
306225722,-963365053,31
306225722,-963365053,32
306226068,-963365555,38
306226068,-963365555,39
306226212,-963366080,40
306226212,-963366080,40
306226225,-963366418,39
306226225,-963366418,39
306225975,-963367320,37
306225519,-963368389,34
306225519,-963368389,33
306225400,-963368227,34
306225350,-963368083,33
306225204,-963367553,29
306225204,-963367553,29
306225018,-963366947,30
306225018,-963366947,30
306225058,-963366507,33
306225058,-963366507,34
306225698,-963366215,33
306225698,-963366215,34
306226040,-963366480,37
306226040,-963366480,37
306226330,-963366855,37
306226330,-963366855,36
306226465,-963367106,35
306226465,-963367106,35
306226174,-963367799,35
306225450,-963368138,34
306225382,-963367753,35
306225382,-963367753,35
306225389,-963367189,36
306225389,-963367189,36
306225531,-963366864,36
306225531,-963366864,36
306226161,-963366619,34
306226161,-963366619,34
