306225951,-963368658,30
306225949,-963369180,16
306226028,-963369222,21
306226028,-963369222,21
306226115,-963369180,20
306225812,-963368824,18
306225812,-963368824,18
306225559,-963368568,18
306223086,-963365916,31
306222964,-963365759,30
306222964,-963365759,29
306222985,-963365587,27
306222985,-963365587,27
306222978,-963365514,27
306222933,-963365447,25
306222933,-963365447,25
306223234,-963365219,26
306223234,-963365219,25
306223505,-963364979,23
306223505,-963364979,23
306223765,-963364796,25
306223765,-963364796,25
306223818,-963364624,27
306223818,-963364624,27
306224343,-963363916,32
306224343,-963363916,33
306225323,-963363548,34
306225323,-963363548,35
306225570,-963364112,37
306225880,-963364694,40
306226041,-963365417,35
306226041,-963365417,34
306225994,-963365868,33
306225994,-963365868,33
306226101,-963366084,32
306226101,-963366084,32
306226292,-963366316,32
306226292,-963366316,31
306226672,-963366735,27
306226672,-963366735,26
306226810,-963367026,25
306226810,-963367026,25
306226802,-963367140,26
306226802,-963367140,25
306226589,-963367228,27
306226516,-963367229,27
306226299,-963367097,27
306226299,-963367097,27
306224992,-963365705,23
306224992,-963365705,22
306224936,-963365655,22
306224769,-963365509,32
306224769,-963365509,32
306224418,-963365662,32
306224418,-963365662,32
306224671,-963366026,32
306224671,-963366026,32
306224956,-963366476,32
306224956,-963366476,32
306225131,-963366756,33
306225131,-963366756,31
306225573,-963367447,29
306225573,-963367447,29
306225573,-963367447,29
306225691,-963367707,28
306225691,-963367707,28
306225739,-963367831,30
306225760,-963367901,29
306225827,-963368118,26
306225827,-963368118,25
306225880,-963368670,23
306226018,-963369151,22
306226036,-963369251,24
