306226490,-963367330,34
306225869,-963369370,33
306225869,-963369370,32
306225186,-963368451,31
306225186,-963368451,29
306225186,-963368451,29
306225186,-963368451,28
306225019,-963368048,33
306225019,-963368048,34
306224845,-963367813,34
306224845,-963367813,34
306224636,-963367634,34
306224477,-963367509,32
306224477,-963367509,32
306224290,-963367233,36
306224290,-963367233,35
306224052,-963366933,35
306223819,-963366686,33
306223428,-963366302,30
306223428,-963366302,29
306223192,-963366038,29
306223192,-963366038,29
306223037,-963365793,28
306222985,-963365720,28
306223020,-963365339,28
306223020,-963365339,26
306223020,-963365339,26
306223020,-963365339,26
306223346,-963364909,26
306223346,-963364909,26
306223601,-963364575,27
306223601,-963364575,26
306223764,-963364426,25
306223833,-963364374,24
306224039,-963364228,23
306224039,-963364228,21
306224198,-963364019,20
306224198,-963364019,20
306224340,-963363707,23
306224340,-963363707,23
306224560,-963363461,23
306224560,-963363461,22
306224933,-963363140,18
306224933,-963363140,18
306225145,-963363042,18
306225145,-963363042,18
306224993,-963363085,18
306224993,-963363085,18
306224668,-963363279,18
306224678,-963363461,16
306224687,-963363451,16
306224687,-963363451,16
306224710,-963363435,14
306224706,-963363568,13
306224714,-963363863,14
306224714,-963363863,14
306224576,-963364280,15
306224451,-963364581,16
306224451,-963364581,16
306224341,-963365692,18
306224341,-963365692,18
306224341,-963365692,18
306224341,-963365692,18
306224341,-963365692,18
306224357,-963365949,24
306224357,-963365949,25
306224443,-963366254,24
306224443,-963366254,25
306224730,-963366100,30
306224989,-963365941,32
306224989,-963365941,30
306224989,-963365941,28
306224854,-963366545,25
306224854,-963366545,25
306224996,-963367070,28
306224996,-963367070,30
306225076,-963367363,35
306225192,-963367632,37
306225192,-963367632,38
306225475,-963367700,40
306225475,-963367700,41
306225999,-963367257,34
306225999,-963367257,33
306226137,-963367197,33
306226137,-963367197,33
306226457,-963366992,32
306226457,-963366992,32
306226663,-963366799,32
306226663,-963366799,31
306226751,-963366766,30
306226751,-963366766,29
306226280,-963367855,27
306226280,-963367855,26
306226280,-963367855,25
