306225794,-963367689,31
306225824,-963369132,25
306225824,-963369132,25
306225852,-963369131,26
306225852,-963369131,26
306225830,-963369008,27
306225816,-963368969,27
306225393,-963368542,32
306225393,-963368542,32
306224938,-963367900,32
306224938,-963367900,36
306224786,-963367767,38
306224786,-963367767,38
306224618,-963367612,40
306224618,-963367612,40
306224419,-963367450,39
306224419,-963367450,40
306224221,-963367247,42
306224162,-963367177,42
306223254,-963366082,39
306223254,-963366082,35
306223048,-963365892,31
306223048,-963365892,31
306222905,-963365705,29
306222905,-963365705,29
306222768,-963365573,29
306222768,-963365573,30
306223017,-963365637,35
306223017,-963365637,35
306223048,-963365427,35
306223168,-963364941,35
306223168,-963364941,35
306223450,-963364635,35
306223450,-963364635,35
306223732,-963364428,33
306223732,-963364428,33
306224029,-963364263,33
306224029,-963364263,33
306224277,-963364038,33
306224589,-963363403,30
306224589,-963363403,29
306225141,-963363864,26
306225141,-963363864,26
306225177,-963363927,26
306225249,-963364136,31
306225249,-963364136,31
306225284,-963364394,32
306225284,-963364394,31
306225395,-963364772,29
306225395,-963364772,29
306225508,-963364978,27
306225453,-963365340,28
306225453,-963365340,32
306225463,-963365780,33
306225483,-963365896,31
306225553,-963366032,30
306225553,-963366032,30
306225870,-963366674,28
306225870,-963366674,28
306226390,-963367058,27
306226390,-963367058,27
306226390,-963367058,27
306226399,-963367390,27
306226399,-963367390,26
306224948,-963366744,29
306224951,-963366613,38
306224951,-963366613,39
306225193,-963366263,41
306225286,-963365984,41
306225286,-963365984,38
306225119,-963365934,38
306225119,-963365934,40
306224872,-963366062,43
306224872,-963366062,45
306224550,-963366504,47
306224550,-963366504,46
306224319,-963366867,44
