306226101,-963369450,27
306226099,-963369443,27
306226086,-963369391,27
306226086,-963369391,27
306226076,-963369345,27
306226078,-963369380,25
306226078,-963369380,25
306226052,-963369310,27
306226052,-963369310,28
306225776,-963368987,29
306225494,-963368680,32
306225494,-963368680,32
306225307,-963368420,32
306225307,-963368420,33
306225123,-963368201,36
306225123,-963368201,37
306224868,-963367955,37
306224868,-963367955,38
306224498,-963367268,40
306224047,-963366347,40
306224047,-963366347,37
306224047,-963366347,37
306223759,-963366223,36
306223759,-963366223,35
306223488,-963366469,34
306223488,-963366469,34
306223517,-963366542,32
306223517,-963366542,30
306223472,-963366285,29
306223472,-963366285,30
306223145,-963365926,32
306223145,-963365926,32
306223053,-963365772,30
306223045,-963365722,30
306223068,-963365579,27
306223094,-963365552,24
306223094,-963365552,23
306223073,-963365582,22
306223073,-963365582,22
306223098,-963365394,23
306223282,-963365019,24
306224083,-963364449,24
306224424,-963364113,24
306224424,-963364113,24
306224471,-963364070,24
306224526,-963363900,26
306224526,-963363900,26
306224695,-963363655,27
306224695,-963363655,26
306224974,-963363634,25
306224974,-963363634,24
306224977,-963363652,22
306224977,-963363652,21
306224711,-963363641,18
306224711,-963363641,18
306224696,-963363632,20
306224696,-963363632,20
306225232,-963364005,20
306225752,-963364463,24
306225752,-963364463,25
306225141,-963365187,27
306225141,-963365187,27
306224634,-963365126,27
306224634,-963365126,28
306225351,-963365124,30
306226343,-963366217,32
306226160,-963366169,32
306226160,-963366169,34
306226160,-963366169,30
306226239,-963366218,27
306226239,-963366218,28
306225825,-963367428,32
306225663,-963367993,34
306225663,-963367993,34
306225614,-963368281,33
306225614,-963368281,33
306225567,-963368146,34
306225567,-963368146,35
306225188,-963367576,39
306225034,-963367487,38
306225135,-963367462,39
306225991,-963367459,42
306225991,-963367459,42
306226719,-963367207,40
306226719,-963367207,40
306226456,-963365955,37
306226456,-963365955,36
306225768,-963365517,36
